GLW,42.1435257,-77.0543408,0.0
COST,47.5348778,-122.0432974,0.0
COTY,40.7127281,-74.0060152,0.0
CCI,29.7589382,-95.3676974,0.0
CSX,30.3321838,-81.655651,0.0
CMI,39.2014405,-85.9213796,0.0
CVS,42.0028761,-71.5147839,0.0
DHI,32.753177,-97.3327459,0.0
DHR,38.8948932,-77.0365529,0.0
DRI,28.5421097,-81.3790388,0.0
DVA,39.7392364,-104.9848623,0.0
DE,41.5067003,-90.5151342,0.0
DAL,33.7490987,-84.3901849,0.0
XRAY,39.9067499,-76.7008946,0.0
DVN,35.4729886,-97.5170536,0.0
FANG,31.9973662,-102.0779482,0.0
DLR,37.7792808,-122.4192363,0.0
DFS,42.1676068,-87.8970986,0.0
DISCA,38.9959461,-77.0276231,0.0
DISCK,38.9959461,-77.0276231,0.0
DISH,39.551245,-104.849153733166,0.0
DG,36.3231067,-86.7133302,0.0
DLTR,36.7183708,-76.2466798,0.0
D,37.5385087,-77.43428,0.0
DOV,41.7938195,-88.010376,0.0
DOW,43.6155825,-84.2472117,0.0
DWDP,43.6155825,-84.2472117,0.0
DTE,42.3315509,-83.0466403,0.0
DRE,39.7683331,-86.1583502,0.0
DUK,35.2270869,-80.8431268,0.0
DXC,38.918592,-77.2314723,0.0
ETFC,40.7127281,-74.0060152,0.0
EMN,36.550238,-82.5594293,0.0
ETN,53.3497645,-6.2602732,0.0
EBAY,37.3361905,-121.8905833,0.0
ECL,44.9504037,-93.1015026,0.0
EIX,34.0676169,-118.0879763,0.0
EW,33.6856969,-117.8259819,0.0
EA,37.4863239,-122.2325233,0.0
EMR,38.744707,-90.3038975,0.0
ETR,29.9499323,-90.0701156,0.0
EOG,29.7589382,-95.3676974,0.0
EFX,33.7490987,-84.3901849,0.0
EQIX,37.4863239,-122.2325233,0.0
EQR,41.8755616,-87.6244212,0.0
ESS,37.4443293,-122.1598465,0.0
EL,40.7127281,-74.0060152,0.0
EVRG,39.100105,-94.5781416,0.0
ES,42.1014831,-72.589811,0.0
RE,32.2956076,-64.7827048,0.0
EXC,41.8755616,-87.6244212,0.0
EXPE,47.6144219,-122.1923372,0.0
EXPD,47.6038321,-122.3300624,0.0
EXR,40.7670126,-111.8904308,0.0
XOM,32.8295183,-96.9442177,0.0
FFIV,47.6038321,-122.3300624,0.0
FB,37.4519671,-122.1779927,0.0
FAST,43.9582272,-91.7807784,0.0
FRT,39.0840054,-77.1527573,0.0
FDX,35.1490215,-90.0516285,0.0
FIS,30.3321838,-81.655651,0.0
FITB,39.1014537,-84.5124602,0.0
FE,41.083064,-81.518485,0.0
FRC,37.7792808,-122.4192363,0.0
FISV,43.0605671,-88.1064787,0.0
FLT,33.9412127,-84.2135309,0.0
FLIR,45.3099218,-122.7681602,0.0
FLS,32.8295183,-96.9442177,0.0
FLR,32.8295183,-96.9442177,0.0
FMC,39.9527237,-75.1635262,0.0
FL,40.7127281,-74.0060152,0.0
F,42.3222599,-83.1763145,0.0
FTNT,37.3688301,-122.0363496,0.0
FTV,47.9673056,-122.2013998,0.0
FBHS,42.1711365,-87.8445119,0.0
FOXA,40.7127281,-74.0060152,0.0
FOX,40.7127281,-74.0060152,0.0
BEN,37.496904,-122.3330573,0.0
FCX,33.4485866,-112.0773456,0.0
GPS,37.7792808,-122.4192363,0.0
GRMN,47.6960491,8.634513,0.0
IT,41.0534302,-73.5387341,0.0
GD,38.882334,-77.1710914,0.0
GE,42.3602534,-71.0582912,0.0
GIS,45.0020097,-93.3585273,0.0
GM,42.3315509,-83.0466403,0.0
GPC,33.7490987,-84.3901849,0.0
GILD,37.5600336,-122.2688522,0.0
GPN,33.7490987,-84.3901849,0.0
GS,40.7127281,-74.0060152,0.0
GWW,42.2586342,-87.840625,0.0
HAL,29.7589382,-95.3676974,0.0
HBI,36.0998131,-80.2440518,0.0
HOG,43.0349931,-87.922497,0.0
HRS,28.0836269,-80.6081089,0.0
HIG,41.764582,-72.6908547,0.0
HAS,41.878711,-71.3825558,0.0
HCA,36.1622296,-86.7743531,0.0
HCP,33.7690164,-118.1916048,0.0
HP,,,
HSIC,40.7934322,-73.4151214,0.0
HSY,40.2854881,-76.6506001,0.0
HES,40.7127281,-74.0060152,0.0
HPE,37.4443293,-122.1598465,0.0
HLT,38.918592,-77.2314723,0.0
HFC,32.7762719,-96.7968559,0.0
HOLX,42.3459271,-71.5522874,0.0
HD,33.7490987,-84.3901849,0.0
HON,40.7970384,-74.4809492,0.0
HRL,43.6680928,-92.9744896,0.0
HST,38.9848265,-77.0946459,0.0
HPQ,37.4443293,-122.1598465,0.0
HUM,38.2542376,-85.759407,0.0
HBAN,39.9622601,-83.0007065,0.0
HII,36.9786449,-76.4321089,0.0
IDXX,43.6770252,-70.3711617,0.0
INFO,51.5073219,-0.1276474,0.0
ITW,42.0700662,-87.8114044,0.0
ILMN,32.7174209,-117.1627714,0.0
IR,53.3497645,-6.2602732,0.0
INTC,37.3541132,-121.9551744,0.0
ICE,33.7490987,-84.3901849,0.0
IBM,41.1264847,-73.7139777,0.0
INCY,39.7459468,-75.546589,0.0
IP,35.1490215,-90.0516285,0.0
IPG,40.7127281,-74.0060152,0.0
IFF,40.7127281,-74.0060152,0.0
INTU,37.3893889,-122.0832101,0.0
ISRG,37.3688301,-122.0363496,0.0
IVZ,33.7490987,-84.3901849,0.0
IPGP,42.1167621,-71.8647941,0.0
IQV,35.996653,-78.9018053,0.0
IRM,42.3602534,-71.0582912,0.0
JKHY,36.9289518,-93.9277149,0.0
JEC,34.1476452,-118.1444779,0.0
JBHT,36.2553543,-94.1307587,0.0
JEF,40.7127281,-74.0060152,0.0
SJM,40.8436664,-81.7640212,0.0
JNJ,40.4862174,-74.4518173,0.0
JCI,51.8979282,-8.4705806,0.0
JPM,40.7127281,-74.0060152,0.0
JNPR,37.3688301,-122.0363496,0.0
KSU,39.100105,-94.5781416,0.0
K,42.3192548,-85.1824269,0.0
KEY,41.5051613,-81.6934446,0.0
KEYS,38.4404675,-122.7144314,0.0
KMB,32.8295183,-96.9442177,0.0
KIM,40.7352157,-73.6883239,0.0
KMI,29.7589382,-95.3676974,0.0
KLAC,37.4282724,-121.9066238,0.0
KSS,43.1789322,-88.1167148,0.0
KHC,40.4416941,-79.9900861,0.0
KR,39.1014537,-84.5124602,0.0
LB,39.9622601,-83.0007065,0.0
LLL,40.7127281,-74.0060152,0.0
LH,36.0956918,-79.4377991,0.0
LRCX,37.5482697,-121.9885719,0.0
LW,43.6954424,-116.3540138,0.0
LEG,37.1765141,-94.3103412,0.0
LEN,25.7742658,-80.1936589,0.0
LLY,39.7683331,-86.1583502,0.0
LNC,40.0463001,-75.3595487,0.0
LIN,51.2352672,-0.5653624,0.0
LKQ,41.8755616,-87.6244212,0.0
LMT,38.9848265,-77.0946459,0.0
L,40.7127281,-74.0060152,0.0
LOW,35.5848596,-80.8100724,0.0
LYB,51.9278469,4.48859542870172,0.0
MTB,42.8867166,-78.8783922,0.0
MAC,34.0250724,-118.4965129,0.0
M,39.1014537,-84.5124602,0.0
MRO,29.7589382,-95.3676974,0.0
MPC,41.0413873,-83.6503982,0.0
MAR,38.9848265,-77.0946459,0.0
MMC,40.7127281,-74.0060152,0.0
MLM,35.7803977,-78.6390989,0.0
MAS,42.240872,-83.2696509,0.0
MA,40.9689871,-73.71263,0.0
MAT,33.917028,-118.4156337,0.0
MKC,39.5303908,-76.6458407,0.0
MXIM,37.3361905,-121.8905833,0.0
MCD,41.8755616,-87.6244212,0.0
MCK,37.7792808,-122.4192363,0.0
MDT,53.3497645,-6.2602732,0.0
MRK,40.61538,-74.7704409,0.0
MET,40.7127281,-74.0060152,0.0
MTD,39.9622601,-83.0007065,0.0
MGM,36.1150858,-115.1734142,0.0
MCHP,33.3062223,-111.8413317,0.0
MU,43.6166163,-116.200886,0.0
MSFT,47.6694141,-122.1238767,0.0
MAA,35.1490215,-90.0516285,0.0
MHK,42.943367,-74.1850436,0.0
TAP,39.7392364,-104.9848623,0.0
MDLZ,42.1711365,-87.8445119,0.0
MNST,33.8752945,-117.5664449,0.0
MCO,40.7127281,-74.0060152,0.0
MS,40.7127281,-74.0060152,0.0
MOS,45.0065149,-93.46651,0.0
MSI,42.0333608,-88.083406,0.0
MSCI,40.7127281,-74.0060152,0.0
MYL,52.3745403,4.89797550561798,0.0
NDAQ,40.7127281,-74.0060152,0.0
NOV,29.7589382,-95.3676974,0.0
NKTR,37.7792808,-122.4192363,0.0
NTAP,37.3688301,-122.0363496,0.0
NFLX,37.226611,-121.9746797,0.0
NWL,40.7433066,-74.0323752,0.0
NEM,39.7392364,-104.9848623,0.0
NWSA,40.7127281,-74.0060152,0.0
NWS,40.7127281,-74.0060152,0.0
NEE,26.8797819,-80.0533743,0.0
NLSN,40.7127281,-74.0060152,0.0
NKE,45.5601883,-123.0587907,0.0
NI,41.4828144,-87.3328139,0.0
NBL,29.7589382,-95.3676974,0.0
JWN,47.6038321,-122.3300624,0.0
NSC,36.8462923,-76.2929252,0.0
NTRS,41.8755616,-87.6244212,0.0
NOC,38.8656969,-77.201138,0.0
NCLH,25.7742658,-80.1936589,0.0
NRG,40.3492744,-74.6592958,0.0
NUE,35.2270869,-80.8431268,0.0
NVDA,37.3541132,-121.9551744,0.0
ORLY,37.2166779,-93.2920373,0.0
OXY,34.0536909,-118.2427666,0.0
OMC,40.7127281,-74.0060152,0.0
OKE,36.1556805,-95.9929113,0.0
ORCL,37.5318804,-122.2480219,0.0
PCAR,47.6144219,-122.1923372,0.0
PKG,42.2586342,-87.840625,0.0
PH,41.5051613,-81.6934446,0.0
PAYX,43.1301133,-77.4759588,0.0
PYPL,37.3361905,-121.8905833,0.0
PNR,52.5455577,-0.2904555,0.0
PBCT,41.1670412,-73.2048348,0.0
PEP,41.0409305,-73.7145746,0.0
PKI,42.3756401,-71.2358004,0.0
PRGO,53.3497645,-6.2602732,0.0
PFE,40.7127281,-74.0060152,0.0
PM,40.7127281,-74.0060152,0.0
PSX,29.7589382,-95.3676974,0.0
PNW,33.4485866,-112.0773456,0.0
PXD,32.8295183,-96.9442177,0.0
PNC,40.4416941,-79.9900861,0.0
PPG,40.4416941,-79.9900861,0.0
PPL,40.6022059,-75.4712794,0.0
PFG,41.5910641,-93.6037149,0.0
PG,39.1014537,-84.5124602,0.0
PGR,41.541872,-81.439452,0.0
PLD,37.7792808,-122.4192363,0.0
PRU,40.735657,-74.1723667,0.0
PEG,40.735657,-74.1723667,0.0
PSA,34.142498,-118.248596,0.0
PHM,33.7490987,-84.3901849,0.0
PVH,40.7127281,-74.0060152,0.0
QRVO,36.0726355,-79.7919754,0.0
PWR,29.7589382,-95.3676974,0.0
QCOM,32.7174209,-117.1627714,0.0
DGX,40.7598227,-74.417097,0.0
RL,40.7127281,-74.0060152,0.0
RJF,27.7703796,-82.6695085,0.0
RTN,42.3756401,-71.2358004,0.0
O,32.7174209,-117.1627714,0.0
RHT,35.7803977,-78.6390989,0.0
REG,30.3321838,-81.655651,0.0
REGN,41.0762077,-73.8587461,0.0
RF,33.5206824,-86.8024326,0.0
RSG,33.4485866,-112.0773456,0.0
RMD,32.7174209,-117.1627714,0.0
RHI,37.4519671,-122.1779927,0.0
ROK,43.0349931,-87.922497,0.0
ROL,33.7490987,-84.3901849,0.0
ROP,27.3364347,-82.5306527,0.0
ROST,37.6624312,-121.8746789,0.0
RCL,25.7742658,-80.1936589,0.0
CRM,37.7792808,-122.4192363,0.0
SBAC,26.3586885,-80.0830984,0.0
SLB,,,
STX,53.3497645,-6.2602732,0.0
SEE,40.9039878,-74.118476,0.0
SRE,32.7174209,-117.1627714,0.0
SHW,41.5051613,-81.6934446,0.0
SPG,39.7683331,-86.1583502,0.0
SWKS,42.4792618,-71.1522766,0.0
SLG,40.7127281,-74.0060152,0.0
SNA,42.5846773,-87.8212263,0.0
SO,33.7490987,-84.3901849,0.0
LUV,32.7762719,-96.7968559,0.0
SPGI,40.7127281,-74.0060152,0.0
SWK,41.6612104,-72.7795419,0.0
SBUX,47.6038321,-122.3300624,0.0
STT,42.3602534,-71.0582912,0.0
SYK,42.291707,-85.5872286,0.0
STI,33.7490987,-84.3901849,0.0
SIVB,37.3541132,-121.9551744,0.0
SYMC,37.3893889,-122.0832101,0.0
SYF,41.0534302,-73.5387341,0.0
SNPS,37.3893889,-122.0832101,0.0
SYY,29.7589382,-95.3676974,0.0
TROW,39.2908816,-76.610759,0.0
TTWO,40.7127281,-74.0060152,0.0
TPR,40.7127281,-74.0060152,0.0
TGT,44.9772995,-93.2654692,0.0
TEL,47.6960491,8.634513,0.0
FTI,51.5073219,-0.1276474,0.0
TFX,41.6264414,-75.3045103,0.0
TXN,32.7762719,-96.7968559,0.0
TXT,41.8239891,-71.4128343,0.0
TMO,42.3756401,-71.2358004,0.0
TIF,40.7127281,-74.0060152,0.0
TWTR,37.7792808,-122.4192363,0.0
TJX,42.2792625,-71.416172,0.0
TMK,33.1976496,-96.6154471,0.0
TSS,32.4609764,-84.9877094,0.0
TSCO,36.0325687,-86.7825235,0.0
TDG,41.5051613,-81.6934446,0.0
TRV,40.7127281,-74.0060152,0.0
TRIP,42.3370414,-71.2092214,0.0
TSN,36.1867442,-94.1288142,0.0
UDR,39.5538771,-104.9694264,0.0
ULTA,41.7003302,-88.0717708,0.0
USB,44.9772995,-93.2654692,0.0
UAA,39.2908816,-76.610759,0.0
UA,39.2908816,-76.610759,0.0
UNP,41.2587459,-95.9383758,0.0
UAL,41.8755616,-87.6244212,0.0
UNH,44.9127229,-93.499059,0.0
UPS,33.7490987,-84.3901849,0.0
URI,41.0534302,-73.5387341,0.0
UTX,41.764582,-72.6908547,0.0
UHS,40.09476245,-75.3851333563417,0.0
UNM,35.0456297,-85.3096801,0.0
VFC,36.0726355,-79.7919754,0.0
VLO,29.4246002,-98.4951405,0.0
VAR,37.4443293,-122.1598465,0.0
VTR,41.8755616,-87.6244212,0.0
VRSN,38.9522097,-77.4534242937754,0.0
VRSK,40.7281575,-74.0776417,0.0
VZ,40.7127281,-74.0060152,0.0
VRTX,42.3750997,-71.1056157,0.0
VIAB,40.7127281,-74.0060152,0.0
V,37.7792808,-122.4192363,0.0
VNO,40.7127281,-74.0060152,0.0
VMC,33.5206824,-86.8024326,0.0
WAB,40.3909023,-79.8100473,0.0
WMT,36.3728538,-94.2088172,0.0
WBA,42.1711365,-87.8445119,0.0
DIS,34.1816482,-118.3258554,0.0
WM,29.7589382,-95.3676974,0.0
WAT,42.1398188,-71.516174,0.0
WEC,43.0349931,-87.922497,0.0
WCG,27.9477595,-82.458444,0.0
WFC,37.7792808,-122.4192363,0.0
WELL,41.6786754,-83.5127283,0.0
WDC,33.6856969,-117.8259819,0.0
WU,39.6482059,-104.9879641,0.0
WRK,37.5385087,-77.43428,0.0
WY,47.313494,-122.3393103,0.0
WHR,42.1167065,-86.4541894,0.0
WMB,36.1556805,-95.9929113,0.0
WLTW,51.5073219,-0.1276474,0.0
WYNN,36.1150858,-115.1734142,0.0
XEL,44.9772995,-93.2654692,0.0
XRX,41.1175966,-73.4078968,0.0
XLNX,37.3361905,-121.8905833,0.0
XYL,41.0339862,-73.7629097,0.0
YUM,38.2542376,-85.759407,0.0
ZBH,41.2381017,-85.8530544,0.0
ZION,40.7670126,-111.8904308,0.0
ZTS,40.787878,-74.3882072,0.0
